% set_time: 50000
% delta t in s: 0.05
% START motor on: 1000
% END motor off: 128504
99	0	0.00
149	0	0.00
199	0	0.00
249	0	0.00
299	0	0.00
349	0	0.00
399	0	0.00
449	0	0.00
499	0	0.00
549	0	0.00
599	0	0.00
649	0	0.00
699	0	0.00
749	0	0.00
799	0	0.00
849	0	0.00
899	0	0.00
949	0	0.00
999	0	0.00
1049	1	0.00
1099	1	0.00
1149	1	0.00
1199	1	0.00
1249	1	0.00
1299	1	0.00
1349	1	0.00
1399	1	0.00
1449	1	0.00
1499	1	0.00
1549	2	0.00
1599	2	0.00
1649	2	0.00
1699	2	0.00
1748	2	0.00
1799	2	0.00
1849	2	0.00
1899	2	0.00
1949	2	0.00
1999	2	0.00
2049	3	0.00
2099	3	0.00
2149	3	0.00
2199	3	0.00
2249	3	0.00
2299	3	0.00
2349	3	0.00
2399	3	0.00
2449	3	0.00
2499	3	0.00
2549	4	0.00
2599	4	0.00
2649	4	0.00
2699	4	0.00
2749	4	0.00
2799	4	0.00
2849	4	0.00
2899	4	0.00
2949	4	0.00
2999	4	0.00
3049	5	0.00
3099	5	0.00
3149	5	0.00
3200	5	0.00
3249	5	0.00
3299	5	0.00
3349	5	0.00
3399	5	0.00
3449	5	0.00
3499	5	0.00
3549	6	0.00
3599	6	0.00
3649	6	0.00
3699	6	0.00
3749	6	0.00
3799	6	0.00
3849	6	0.00
3899	6	0.00
3949	6	0.00
3999	6	0.00
4049	7	0.00
4099	7	0.00
4149	7	0.00
4199	7	0.00
4249	7	0.00
4299	7	0.00
4349	7	0.00
4399	7	0.00
4449	7	0.00
4499	7	0.00
4549	8	0.00
4599	8	0.00
4649	8	0.00
4699	8	0.00
4749	8	0.00
4799	8	0.00
4849	8	0.00
4899	8	0.00
4948	8	0.00
4999	8	0.00
5049	9	0.00
5099	9	0.00
5149	9	0.00
5199	9	0.00
5249	9	0.00
5299	9	0.00
5349	9	0.00
5399	9	0.00
5449	9	0.00
5499	9	0.00
5549	10	0.00
5599	10	0.00
5649	10	0.00
5699	10	0.00
5749	10	0.00
5799	10	0.00
5849	10	0.00
5899	10	0.00
5949	10	0.00
5999	10	0.00
6049	11	0.00
6099	11	0.00
6149	11	0.00
6199	11	0.00
6249	11	0.00
6299	11	0.00
6349	11	0.00
6400	11	0.00
6449	11	0.00
6499	11	0.00
6549	12	0.00
6599	12	0.00
6649	12	0.00
6699	12	0.00
6749	12	0.00
6799	12	0.00
6849	12	0.00
6899	12	0.00
6949	12	0.00
6999	12	0.00
7049	13	0.00
7099	13	0.00
7149	13	0.00
7199	13	0.00
7249	13	0.00
7299	13	0.00
7349	13	0.00
7399	13	0.00
